Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Year,Month,Day,Hour
42,43,0.0,1,2023-01-28 19:30:00, BirthdayBash , Facebook ,0.0,15.0,30.0,2023,1,28,19
43,44,0.2,1,2023-01-29 17:00:00, ProductivityWin, Instagram ,0.0,22.0,45.0,2023,1,29,17
44,45,0.25,1,2023-01-29 20:20:00, MovieNight   , Twitter  ,0.0,18.0,35.0,2023,1,29,20
45,46,0.0,1,2023-01-30 11:30:00, ArtExplorer  , Facebook ,0.0,15.0,30.0,2023,1,30,11
46,47,0.4948863636363636,1,2023-01-30 15:45:00, BookwormX    , Instagram ,0.0,12.0,25.0,2023,1,30,15
47,48,0.0,1,2023-01-30 18:30:00, VRMeetup     , Twitter  ,0.0,28.0,55.0,2023,1,30,18
48,49,0.0,1,2023-01-31 10:45:00, NatureLover  , Facebook ,0.0,15.0,30.0,2023,1,31,10
49,50,0.5285714285714286,1,2023-01-31 19:00:00, ChefAtHome   , Instagram ,0.0,20.0,40.0,2023,1,31,19
50,51,0.0,1,2023-01-31 16:20:00, OptimisticMindset, Twitter  ,0.0,15.0,30.0,2023,1,31,16
51,52,0.08522727272727272,1,2023-02-01 08:00:00, FitnessChallenge, Facebook ,0.0,22.0,45.0,2023,2,1,8
52,53,0.0,1,2023-02-01 13:30:00, BikeExplorer  , Instagram ,0.0,18.0,35.0,2023,2,1,13
53,55,0.0,-1,2023-02-11 09:30:00, SocialJustice   , Twitter  ,-0.7,20.0,40.0,2023,2,11,9
54,56,0.0,-1,2023-02-11 21:15:00, ThrillerFan     , Instagram ,0.0,15.0,30.0,2023,2,11,21
55,57,0.1,-1,2023-02-12 14:45:00, EmpathyFirst    , Facebook ,0.0,25.0,50.0,2023,2,12,14
56,58,-1.0,-1,2023-02-12 18:20:00, EcoAwareness    , Twitter  ,0.0,18.0,35.0,2023,2,12,18
57,59,0.5964285714285714,1,2023-02-13 10:00:00, ProudFriend     , Instagram ,0.7,30.0,60.0,2023,2,13,10
58,60,1.0,1,2023-02-13 19:30:00, ComedyFan       , Facebook ,0.8,22.0,45.0,2023,2,13,19
59,61,0.39204545454545453,1,2023-02-14 08:30:00, LoveSpreader    , Twitter  ,0.5,15.0,30.0,2023,2,14,8
60,62,0.75,1,2023-02-14 14:20:00, AmusedSoul      , Instagram ,0.0,18.0,35.0,2023,2,14,14
61,63,0.25,1,2023-02-14 19:45:00, BookLoverAgain  , Facebook ,0.0,25.0,50.0,2023,2,14,19
62,64,0.25,1,2023-02-15 11:30:00, NatureAdmirer   , Twitter  ,0.0,20.0,40.0,2023,2,15,11
63,65,0.0,1,2023-02-15 16:00:00, AffectionSender , Instagram ,0.0,15.0,30.0,2023,2,15,16
64,66,1.0,0,2023-02-15 20:30:00, AweStruck       , Facebook ,1.0,22.0,45.0,2023,2,15,20
65,67,-0.375,-1,2023-02-16 09:00:00, FoodieGoneWrong , Twitter  ,-0.75,18.0,35.0,2023,2,16,9
66,68,0.0,0,2023-02-16 14:45:00, HappySurprise   , Instagram ,0.0,25.0,50.0,2023,2,16,14
67,69,0.0,0,2023-02-16 18:20:00, AcceptanceSeeker, Facebook ,0.0,15.0,30.0,2023,2,16,18
68,70,0.625,1,2023-02-17 10:45:00, PetAdorer       , Twitter  ,0.0,22.0,45.0,2023,2,17,10
69,71,0.325,0,2023-02-17 07:30:00, AdventureAwaits  , Instagram ,0.0,20.0,40.0,2023,2,17,7
70,72,-0.1,-1,2023-02-17 15:00:00, LearnFromBitter , Facebook ,0.0,18.0,35.0,2023,2,17,15
71,73,0.1,0,2023-02-18 09:30:00, ZenMaster       , Twitter  ,0.0,15.0,30.0,2023,2,18,9
72,74,0.0,-1,2023-02-18 14:20:00, ConfusedMind    , Instagram ,0.0,25.0,50.0,2023,2,18,14
73,75,0.0,1,2023-02-18 18:45:00, VacationDreamer , Facebook ,0.0,22.0,45.0,2023,2,18,18
74,76,0.0,1,2023-02-19 11:30:00, KindnessPrevails, Twitter  ,0.0,20.0,40.0,2023,2,19,11
75,77,0.0,1,2023-02-19 16:00:00, PersonalAchiever, Instagram ,0.0,30.0,60.0,2023,2,19,16
76,78,-0.7,-1,2023-02-19 19:45:00, ReflectiveSelf  , Facebook ,-0.7,15.0,30.0,2023,2,19,19
77,79,-0.7,-1,2023-02-20 09:30:00, AngryDebater    , Twitter  ,-0.7,20.0,40.0,2023,2,20,9
78,80,-0.1,-1,2023-02-20 21:15:00, FearfulDreamer  , Instagram ,0.0,15.0,30.0,2023,2,20,21
79,81,0.0,-1,2023-02-21 14:45:00, FarewellHeart   , Facebook ,0.0,25.0,50.0,2023,2,21,14
80,82,-1.0,-1,2023-02-21 18:20:00, AntiCorruption  , Twitter  ,0.0,18.0,35.0,2023,2,21,18
81,83,0.4352272727272727,1,2023-02-22 10:00:00, NewParentJoy    , Instagram ,0.7,30.0,60.0,2023,2,22,10
82,84,0.0,1,2023-02-22 19:30:00, StandUpFan      , Facebook ,0.8,22.0,45.0,2023,2,22,19
83,85,0.75,1,2023-02-23 08:30:00, LoveSender      , Twitter  ,0.5,15.0,30.0,2023,2,23,8
84,86,0.26785714285714285,1,2023-02-23 14:20:00, PetAmuser       , Instagram ,0.0,18.0,35.0,2023,2,23,14
85,87,0.625,1,2023-02-23 19:45:00, TravelExplorer  , Facebook ,0.0,25.0,50.0,2023,2,23,19
86,88,0.0,1,2023-02-24 11:30:00, CharityAdmirer  , Twitter  ,0.0,20.0,40.0,2023,2,24,11
87,89,0.0,1,2023-02-24 16:00:00, FamilyLover     , Instagram ,0.0,15.0,30.0,2023,2,24,16
88,90,0.0,0,2023-02-24 20:30:00, Stargazer       , Facebook ,0.0,22.0,45.0,2023,2,24,20
89,91,-0.375,-1,2023-02-25 09:00:00, ProjectStruggle , Twitter  ,-0.75,18.0,35.0,2023,2,25,9
90,92,0.45,0,2023-02-25 14:45:00, JoyfulReunion   , Instagram ,0.0,25.0,50.0,2023,2,25,14
91,93,0.0,0,2023-02-25 18:20:00, LifeAcceptance  , Facebook ,0.0,15.0,30.0,2023,2,25,18
92,94,0.625,1,2023-02-26 10:45:00, PuppyAdmirer    , Twitter  ,0.0,22.0,45.0,2023,2,26,10
93,95,0.0,0,2023-02-26 07:30:00, MovieBuff2      , Instagram ,0.0,20.0,40.0,2023,2,26,7
94,96,-0.1,-1,2023-02-26 15:00:00, CustomerWoes    , Facebook ,0.0,18.0,35.0,2023,2,26,15
95,97,0.0,0,2023-02-27 09:30:00, CalmSoul        , Twitter  ,0.0,15.0,30.0,2023,2,27,9
96,98,0.0,-1,2023-02-27 14:20:00, ConfusedMind2   , Instagram ,0.0,25.0,50.0,2023,2,27,14
97,99,0.0,1,2023-02-27 18:45:00, BirthdayExcite  , Facebook ,0.0,22.0,45.0,2023,2,27,18
98,100,0.0,1,2023-02-28 11:30:00, KindnessObserver, Twitter  ,0.0,20.0,40.0,2023,2,28,11
99,101,0.65,1,2023-02-28 16:00:00, FitAchiever     , Instagram ,0.0,30.0,60.0,2023,2,28,16
100,102,-0.7,-1,2023-02-28 19:45:00, ReflectiveSelf2 , Facebook ,-0.7,15.0,30.0,2023,2,28,19
101,103,0.0,0,2023-03-01 10:45:00, DiversityLover  , Twitter  ,0.0,22.0,45.0,2023,3,1,10
102,104,0.35,1,2023-03-01 13:30:00, BookwormJoy     , Instagram ,0.0,18.0,35.0,2023,3,1,13
103,105,-0.1,-1,2023-03-01 17:45:00, WorkplaceWoes   , Twitter  ,0.0,15.0,30.0,2023,3,1,17
104,106,0.0,0,2023-03-02 18:00:00, MindfulMe       , Facebook ,0.0,15.0,30.0,2023,3,2,18
105,107,0.0,-1,2023-03-02 13:15:00, ConfusedMind3   , Instagram ,0.0,30.0,60.0,2023,3,2,13
106,108,0.13636363636363635,1,2023-03-02 16:45:00, RoadTripper2    , Twitter  ,0.0,25.0,50.0,2023,3,2,16
107,109,0.0,1,2023-03-03 11:30:00, KindnessPrevails2, Facebook ,0.0,22.0,45.0,2023,3,3,11
108,110,0.05,1,2023-03-03 14:30:00, GoalAchiever    , Instagram ,0.0,12.0,25.0,2023,3,3,14
109,111,-0.07500000000000001,-1,2023-03-03 12:00:00, ReflectiveSelf3 , Twitter  ,0.0,15.0,30.0,2023,3,3,12
110,112,0.1,1,2010-05-15 15:30:00, NostalgiaFan    , Twitter  ,0.0,20.0,40.0,2010,5,15,15
111,113,0.0,1,2021-08-10 21:15:00, SportsFanatic   , Instagram ,0.0,15.0,30.0,2021,8,10,21
112,114,0.0,1,2011-06-20 14:45:00, NatureLover2    , Facebook ,0.0,25.0,50.0,2011,6,20,14
113,115,0.0,0,2022-02-12 18:20:00, ZenMaster2      , Twitter  ,0.0,18.0,35.0,2022,2,12,18
114,116,0.0,1,2012-11-25 10:00:00, ThankfulHeart   , Instagram ,0.0,30.0,60.0,2012,11,25,10
115,117,0.0,1,2013-04-05 19:30:00, OptimisticSoul  , Facebook ,0.0,22.0,45.0,2013,4,5,19
116,118,0.0,1,2014-09-14 08:30:00, CommunityLeader , Twitter  ,0.0,15.0,30.0,2014,9,14,8
117,119,0.11666666666666665,1,2015-07-18 14:20:00, CharitySupporter, Instagram ,0.0,18.0,35.0,2015,7,18,14
118,120,0.7,1,2016-02-23 19:45:00, LovingHeart     , Facebook ,0.0,25.0,50.0,2016,2,23,19
119,121,0.35714285714285715,1,2017-10-30 11:30:00, ExcitementFan   , Twitter  ,0.0,20.0,40.0,2017,10,30,11
120,122,0.13636363636363635,1,2018-06-15 16:00:00, ProjectEnthusiast, Instagram ,0.0,15.0,30.0,2018,6,15,16
121,123,0.0,1,2019-03-28 18:20:00, MilestoneAchiever, Facebook ,0.0,22.0,45.0,2019,3,28,18
122,124,0.0,0,2019-11-11 15:00:00, HistoryLover    , Twitter  ,0.0,18.0,35.0,2019,11,11,15
123,125,0.1,1,2020-04-02 09:30:00, JoyfulReunion2  , Instagram ,0.0,25.0,50.0,2020,4,2,9
124,126,0.13636363636363635,1,2021-06-19 14:45:00, MusicEnthusiast , Facebook ,0.0,15.0,30.0,2021,6,19,14
125,127,0.0,1,2010-08-15 10:00:00, SimpleJoys      , Twitter  ,0.0,30.0,60.0,2010,8,15,10
126,128,0.65,0,2011-09-22 19:30:00, BookLover3      , Instagram ,0.0,22.0,45.0,2011,9,22,19
127,129,-0.5055555555555555,1,2012-03-10 08:30:00, SupportiveFriend, Facebook ,0.65,15.0,30.0,2012,3,10,8
128,130,0.13636363636363635,1,2013-12-05 16:00:00, JourneyOptimist , Twitter  ,0.0,18.0,35.0,2013,12,5,16
129,131,0.0,1,2014-07-20 11:30:00, GrowthSeeker    , Instagram ,0.0,25.0,50.0,2014,7,20,11
130,132,0.0,1,2015-12-22 14:20:00, HolidayHelper   , Facebook ,0.0,18.0,35.0,2015,12,22,14
131,133,-0.19999999999999998,1,2016-02-10 19:45:00, WinterWarmth    , Twitter  ,0.0,25.0,50.0,2016,2,10,19
132,134,0.0,1,2017-04-30 11:30:00, AdventureAwaits , Instagram ,0.0,20.0,40.0,2017,4,30,11
133,135,0.65,1,2018-09-15 16:00:00, CreativeSpirit  , Facebook ,0.0,15.0,30.0,2018,9,15,16
134,136,0.65,1,2019-06-28 18:20:00, FitnessAchiever , Twitter  ,0.0,22.0,45.0,2019,6,28,18
135,137,0.0,0,2020-11-11 15:00:00, ArtAppreciator  , Instagram ,0.0,18.0,35.0,2020,11,11,15
136,138,0.0,1,2021-03-02 09:30:00, GoalAchiever2   , Facebook ,0.0,25.0,50.0,2021,3,2,9
137,139,-0.16666666666666666,1,2012-02-18 14:30:00, UrbanExplorer2  , Twitter  ,0.0,20.0,40.0,2012,2,18,14
138,140,0.0,1,2018-11-05 21:45:00, BirthdayJoy     , Instagram ,0.0,15.0,30.0,2018,11,5,21
139,141,0.0,1,2015-09-12 13:20:00, HomeChef        , Facebook ,0.0,25.0,50.0,2015,9,12,13
140,142,0.25,0,2016-07-30 18:10:00, MusicLover4     , Twitter  ,0.0,18.0,35.0,2016,7,30,18
141,143,0.65,1,2013-04-20 10:30:00, CommunityLove   , Instagram ,0.0,30.0,60.0,2013,4,20,10
142,144,0.13636363636363635,1,2017-12-08 19:15:00, EntrepreneurHope, Facebook ,0.0,22.0,45.0,2017,12,8,19
143,145,0.0,1,2014-06-03 08:20:00, MentorEmpower   , Twitter  ,0.0,15.0,30.0,2014,6,3,8
144,146,0.0,1,2019-01-15 14:50:00, KindnessInAction, Instagram ,0.0,18.0,35.0,2019,1,15,14
145,147,0.45499999999999996,1,2016-12-25 19:30:00, LoveExpress     , Facebook ,0.0,25.0,50.0,2016,12,25,19
146,148,0.0,1,2018-03-10 09:45:00, TravelExcitement, Twitter  ,0.0,20.0,40.0,2018,3,10,9
147,149,0.3053030303030303,1,2020-09-17 16:30:00, ArtisticSpirit  , Instagram ,0.0,15.0,30.0,2020,9,17,16
148,150,0.0,1,2011-08-28 18:45:00, HelperHeart     , Facebook ,0.0,22.0,45.0,2011,8,28,18
149,151,0.0,0,2017-11-01 15:30:00, HistoryBuff     , Twitter  ,0.0,18.0,35.0,2017,11,1,15
150,152,0.0,1,2019-06-15 10:00:00, FitnessAchiever2, Instagram ,0.0,25.0,50.0,2019,6,15,10
151,153,0.75,1,2022-04-03 11:45:00, ProductLaunchJoy, Facebook ,0.0,15.0,30.0,2022,4,3,11
152,154,0.7,1,2010-11-12 20:20:00, LovingEmbrace   , Twitter  ,0.5,30.0,60.0,2010,11,12,20
153,155,0.0,0,2011-07-22 18:30:00, SunsetWatcher2  , Instagram ,0.0,22.0,45.0,2011,7,22,18
154,156,-0.25,1,2012-03-30 11:20:00, JoyfulHeart2    , Facebook ,0.0,15.0,30.0,2012,3,30,11
155,157,0.0,1,2013-10-05 16:40:00, GrowthOptimist  , Twitter  ,0.0,18.0,35.0,2013,10,5,16
156,158,0.13636363636363635,1,2014-07-10 13:15:00, SkillEmpower    , Instagram ,0.0,25.0,50.0,2014,7,10,13
157,159,0.0,1,2015-12-18 14:20:00, CharityVolunteer, Facebook ,0.0,18.0,35.0,2015,12,18,14
158,160,0.0,1,2016-02-10 19:45:00, PetLove         , Twitter  ,0.0,25.0,50.0,2016,2,10,19
159,161,0.0,1,2017-09-25 11:30:00, FestivalFan     , Instagram ,0.0,20.0,40.0,2017,9,25,11
160,162,0.0,1,2018-04-15 16:00:00, DIYEnthusiast   , Facebook ,0.0,15.0,30.0,2018,4,15,16
161,163,0.65,1,2019-11-28 18:20:00, PuzzleMaster    , Twitter  ,0.0,22.0,45.0,2019,11,28,18
162,164,0.0,0,2020-05-11 15:00:00, NatureAdmirer   , Instagram ,0.0,18.0,35.0,2020,5,11,15
163,165,0.0,1,2021-02-05 09:30:00, ChildhoodJoy    , Facebook ,0.0,25.0,50.0,2021,2,5,9
164,166,0.0,-1,2021-03-10 08:30:00, StrugglingSoul    , Twitter  ,0.0,5.0,10.0,2021,3,10,8
165,167,-0.10000000000000002,-1,2022-07-05 15:45:00, MourningHeart     , Instagram ,-0.8,8.0,15.0,2022,7,5,15
166,168,0.0,-1,2019-11-18 21:20:00, SolitarySoul      , Facebook ,0.0,10.0,20.0,2019,11,18,21
167,169,0.3,-1,2020-08-12 11:30:00, EnviousObserver   , Twitter  ,0.0,12.0,25.0,2020,8,12,11
168,170,-0.25,-1,2018-05-22 14:45:00, BitterHeart       , Instagram ,0.0,7.0,15.0,2018,5,22,14
169,171,-0.05,-1,2017-01-30 16:10:00, BlockedGoals      , Facebook ,0.0,10.0,20.0,2017,1,30,16
170,172,-0.2916666666666667,-1,2016-09-28 19:45:00, BoredMind         , Twitter  ,0.0,8.0,15.0,2016,9,28,19
171,173,0.0,-1,2019-04-15 09:00:00, WorriedMind       , Instagram ,0.0,12.0,25.0,2019,4,15,9
172,174,-0.05,-1,2021-12-03 18:30:00, FearfulSoul       , Facebook ,0.0,15.0,30.0,2021,12,3,18
173,175,-0.1,-1,2020-06-20 14:20:00, OverwhelmedHeart  , Twitter  ,0.0,8.0,15.0,2020,6,20,14
174,176,0.0,-1,2018-11-07 11:30:00, CovetousMind     , Instagram ,0.0,10.0,20.0,2018,11,7,11
175,177,0.0,-1,2017-08-25 16:00:00, RemorsefulSoul   , Facebook ,0.0,12.0,25.0,2017,8,25,16
176,178,-0.7,-1,2019-02-11 09:45:00, DisgustedHeart   , Twitter  ,-0.7,7.0,15.0,2019,2,11,9
177,179,-0.1,-1,2016-04-02 20:20:00, HopelessHeart    , Instagram ,0.0,10.0,20.0,2016,4,2,20
178,180,-0.3333333333333333,-1,2015-10-18 15:30:00, TearfulSoul      , Facebook ,-0.8,12.0,25.0,2015,10,18,15
179,181,0.0,-1,2019-07-12 18:10:00, IsolatedMind     , Twitter  ,0.0,15.0,30.0,2019,7,12,18
180,182,0.0,-1,2018-06-03 16:30:00, SelfDoubt        , Instagram ,0.0,8.0,15.0,2018,6,3,16
181,183,0.0,-1,2022-01-15 12:00:00, BrokenTrust      , Facebook ,0.0,10.0,20.0,2022,1,15,12
182,184,0.0,-1,2017-04-10 14:45:00, ExplosiveMind    , Twitter  ,0.0,12.0,25.0,2017,4,10,14
183,185,-0.16666666666666666,-1,2016-11-28 19:00:00, MundaneHeart     , Instagram ,0.0,7.0,15.0,2016,11,28,19
184,186,0.0,-1,2018-09-05 09:30:00, RestlessMind     , Facebook ,0.0,10.0,20.0,2018,9,5,9
185,187,0.0,-1,2021-10-22 18:30:00, FearfulJourney   , Twitter  ,0.0,15.0,30.0,2021,10,22,18
186,188,0.0,-1,2019-05-08 14:20:00, OverwhelmedSoul  , Instagram ,0.0,8.0,15.0,2019,5,8,14
187,189,0.3,-1,2017-03-20 11:30:00, GreenEyedMonster , Facebook ,0.0,10.0,20.0,2017,3,20,11
188,190,-0.35,-1,2018-12-15 16:00:00, RegretfulMind    , Twitter  ,0.0,12.0,25.0,2018,12,15,16
189,191,0.0,-1,2016-07-01 09:45:00, CorruptedHeart   , Instagram ,0.0,7.0,15.0,2016,7,1,9
190,192,0.0,-1,2020-08-20 20:20:00, DrowningSoul     , Facebook ,0.0,10.0,20.0,2020,8,20,20
191,193,-0.8,-1,2021-02-25 15:30:00, StormyHeart      , Twitter  ,-0.8,12.0,25.0,2021,2,25,15
192,194,-0.1,-1,2019-09-12 18:10:00, EchoingSoul     , Instagram ,0.0,15.0,30.0,2019,9,12,18
193,195,0.0,-1,2018-08-05 16:30:00, PoisonedMind    , Facebook ,0.0,8.0,15.0,2018,8,5,16
194,196,0.0,-1,2017-01-12 12:00:00, UnforgivingSoul  , Twitter  ,0.0,10.0,20.0,2017,1,12,12
195,197,0.0,-1,2022-04-05 14:45:00, ThunderingMind   , Instagram ,0.0,12.0,25.0,2022,4,5,14
196,198,0.0,-1,2021-10-02 19:00:00, StagnantHeart    , Facebook ,0.0,7.0,15.0,2021,10,2,19
197,199,0.0,0,2023-04-15 10:15:00, InquisitiveMind   , Twitter  ,0.0,15.0,30.0,2023,4,15,10
198,200,0.0,0,2022-11-28 17:30:00, ApatheticObserver , Instagram ,0.0,7.0,15.0,2022,11,28,17
199,201,-0.3,-1,2020-04-02 09:45:00, SeekingClarity    , Facebook ,0.0,10.0,20.0,2020,4,2,9
200,202,0.65,-1,2021-08-10 14:00:00, EmotionallyDistant , Twitter  ,0.0,8.0,15.0,2021,8,10,14
201,203,0.0,-1,2019-06-18 20:45:00, SunsetDreamer     , Instagram ,0.0,12.0,25.0,2019,6,18,20
202,204,0.1,-1,2018-02-05 15:15:00, MemoryLaneTraveler , Facebook ,0.0,10.0,20.0,2018,2,5,15
203,205,0.0,-1,2022-05-30 11:30:00, MixedFeelings     , Twitter  ,0.0,12.0,25.0,2022,5,30,11
204,206,0.0,0,2023-01-10 16:20:00, ZenLifestyle      , Instagram ,0.0,15.0,30.0,2023,1,10,16
205,207,-0.6666666666666666,0,2020-09-18 13:45:00, ResilientSpirit   , Facebook ,0.0,10.0,20.0,2020,9,18,13
206,208,0.2,0,2021-07-03 19:00:00, NatureSoul        , Twitter  ,0.0,12.0,25.0,2021,7,3,19
207,209,-0.15555555555555559,0,2022-10-08 08:15:00, EternalLearner    , Instagram ,0.0,20.0,40.0,2022,10,8,8
208,210,-0.16666666666666666,0,2023-03-22 16:30:00, AloofObserver     , Facebook ,0.0,10.0,20.0,2023,3,22,16
209,211,0.0,-1,2021-05-15 11:45:00, ThoughtExplorer   , Twitter  ,0.0,15.0,30.0,2021,5,15,11
210,212,-0.3,-1,2019-12-28 14:30:00, StoicSoul         , Instagram ,0.0,8.0,15.0,2019,12,28,14
211,213,0.0,-1,2020-03-01 19:00:00, DreamerInSilence  , Facebook ,0.0,12.0,25.0,2020,3,1,19
212,214,0.025,-1,2018-07-10 15:45:00, JournalKeeper     , Twitter  ,0.0,10.0,20.0,2018,7,10,15
213,215,0.0,-1,2022-01-05 10:30:00, ThreadWeaver      , Instagram ,0.0,12.0,25.0,2022,1,5,10
214,216,0.7,0,2021-08-20 16:20:00, SelfLoveAdvocate  , Facebook ,0.0,15.0,30.0,2021,8,20,16
215,217,-0.05,0,2019-11-03 13:45:00, DreamChaser       , Twitter  ,0.0,18.0,35.0,2019,11,3,13
216,218,0.25,0,2020-04-12 19:30:00, OceanSoul         , Instagram ,0.0,25.0,50.0,2020,4,12,19
217,219,0.06818181818181818,0,2022-04-15 08:45:00, HorizonExplorer   , Facebook ,0.0,22.0,45.0,2022,4,15,8
218,220,0.0,0,2023-02-10 17:00:00, NonchalantSpirit  , Twitter  ,0.0,9.0,18.0,2023,2,10,17
219,221,0.52,-1,2020-08-05 12:15:00, ComplexThinker    , Instagram ,0.0,14.0,28.0,2020,8,5,12
220,222,0.0,-1,2021-12-01 15:30:00, ShieldedHeart     , Facebook ,0.0,10.0,20.0,2021,12,1,15
221,223,0.0,-1,2019-03-25 21:00:00, SymphonySoul      , Twitter  ,0.0,13.0,26.0,2019,3,25,21
222,224,0.1,-1,2017-06-18 14:45:00, YearbookExplorer  , Instagram ,0.0,12.0,25.0,2017,6,18,14
223,225,0.0,-1,2022-07-08 11:30:00, DecisiveDilemma   , Facebook ,0.0,15.0,30.0,2022,7,8,11
224,226,0.0,0,2023-05-15 16:20:00, ImperfectHarmony  , Twitter  ,0.0,18.0,36.0,2023,5,15,16
225,227,0.0,0,2021-09-10 14:45:00, VisionarySpirit   , Instagram ,0.0,20.0,40.0,2021,9,10,14
226,228,0.0,0,2020-02-28 18:30:00, ForestDreamer     , Facebook ,0.0,25.0,50.0,2020,2,28,18
227,231,0.0,0,2023-03-10 16:30:00, SilentSpectator   , Instagram ,0.0,9.0,18.0,2023,3,10,16
228,232,0.0,-1,2021-05-02 11:45:00, MazeNavigator     , Facebook ,0.0,14.0,28.0,2021,5,2,11
